"","Date","Contributor","Address","City","State","Zip","Occupation","Employer","Principal Officer","Amount","CPF ID","Recipient","Tender Type ID","Tender Type Description","Record Type ID","Record Type Description","Source Description","Year","Question","Category_PID"
"101","10/1/2022","Dental Service of Massachusetts, Inc.","465 Medford St #150","Boston","MA","02129",NA,NA,NA,639.42,95489,"Committee to Protect Access to Quality Dental Care",0,NA,405,"Corporate Inkind Contribution","2022 Oct 5th Report","2022","Q2 2022","Corporate"
"102","10/1/2022","Metropolitan Life Insurance Company","18210 Crane Nest Drive","Tampa","FL","33647",NA,NA,NA,1340,95489,"Committee to Protect Access to Quality Dental Care",0,NA,405,"Corporate Inkind Contribution","2022 Oct 5th Report","2022","Q2 2022","Corporate"
"103","10/1/2022","Sun Life Financial","One Sun Life Executive Park","Wellesley Hills","MA","02481",NA,NA,NA,1129,95489,"Committee to Protect Access to Quality Dental Care",0,NA,405,"Corporate Inkind Contribution","2022 Oct 5th Report","2022","Q2 2022","Corporate"
"104","9/29/2022","Principal Life Insurance Company","711 High St.","Des Moines","IA","50392",NA,NA,NA,2803,95489,"Committee to Protect Access to Quality Dental Care",0,NA,405,"Corporate Inkind Contribution","2022 Oct 5th Report","2022","Q2 2022","Corporate"
"105","9/4/2022","Dental Service of Massachusetts, Inc.","465 Medford St #150","Boston","MA","02129",NA,NA,NA,17903.2,95489,"Committee to Protect Access to Quality Dental Care",0,NA,405,"Corporate Inkind Contribution","2022 60th Day Preceding Election Report","2022","Q2 2022","Corporate"
"106","9/4/2022","Principal Life Insurance Company","711 High Street","Des Moines","IA","50392",NA,NA,NA,9721,95489,"Committee to Protect Access to Quality Dental Care",0,NA,405,"Corporate Inkind Contribution","2022 60th Day Preceding Election Report","2022","Q2 2022","Corporate"
"107","9/4/2022","Sun Life Financial","One Sun Life Executive Park","Wellesley Hills","MA","02481",NA,NA,NA,7795.67,95489,"Committee to Protect Access to Quality Dental Care",0,NA,405,"Corporate Inkind Contribution","2022 60th Day Preceding Election Report","2022","Q2 2022","Corporate"
"108","8/18/2022","Dental Service of Massachusetts","465 Medford Street","Boston","MA","02129",NA,NA,NA,2500000,95489,"Committee to Protect Access to Quality Dental Care",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q2 2022","Corporate"
"109","8/3/2022","Primecare Benefits Group, Inc.","7872 W. Sahara Avenue","Las Vegas","NV","89117",NA,NA,NA,2000,95489,"Committee to Protect Access to Quality Dental Care",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q2 2022","Corporate"
"110","7/13/2022","National Association of Dental Plans","12700 Park Central Dr Ste 400","Dallas","TX","75251",NA,NA,NA,1330,95489,"Committee to Protect Access to Quality Dental Care",0,NA,405,"Corporate Inkind Contribution","2022 60th Day Preceding Election Report","2022","Q2 2022","Corporate"
"111","7/13/2022","National Association of Dental Plans","12700 Park Central Dr Ste 400","Dallas","TX","75251",NA,NA,NA,990,95489,"Committee to Protect Access to Quality Dental Care",0,NA,405,"Corporate Inkind Contribution","2022 60th Day Preceding Election Report","2022","Q2 2022","Corporate"
"112","6/13/2022","Principal Life Insurance","711 High Street","Des Moines","IA","50392",NA,NA,NA,120000,95489,"Committee to Protect Access to Quality Dental Care",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q2 2022","Corporate"
"113","6/6/2022","United Concordia Companies inc.","1800 Center Street Suite 2b 220","Camp Hill","PA","17011",NA,NA,NA,20000,95489,"Committee to Protect Access to Quality Dental Care",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q2 2022","Corporate"
"114","5/10/2022","Metropolitan Life Insurance Co.","18210 Crane Nest Drive","Tampa","FL","33647",NA,NA,NA,220000,95489,"Committee to Protect Access to Quality Dental Care",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q2 2022","Corporate"
"115","5/4/2022","Sun Life Financial","One Sun Life Executive Park","Wellesley Hills","MA","02481",NA,NA,NA,1e+05,95489,"Committee to Protect Access to Quality Dental Care",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q2 2022","Corporate"
"116","4/8/2022","Dental Service of Massachusetts","465 Medford Street","Boston","MA","02129",NA,NA,NA,2e+06,95489,"Committee to Protect Access to Quality Dental Care",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q2 2022","Corporate"
"117","3/16/2022","National Association of Dental Plans","12700 Park Central Dr, Ste 400","Dallas","TX","75251",NA,NA,NA,1622.08,95489,"Committee to Protect Access to Quality Dental Care",0,NA,405,"Corporate Inkind Contribution","2022 60th Day Preceding Election Report","2022","Q2 2022","Corporate"
"118","2/16/2022","Metropolitan Life Insurance Company","18210 Crane Nest Drive","Tampa","FL","33647",NA,NA,NA,15008,95489,"Committee to Protect Access to Quality Dental Care",0,NA,405,"Corporate Inkind Contribution","2022 60th Day Preceding Election Report","2022","Q2 2022","Corporate"
"119","11/1/2022","Icon Imports","225 Industrial Road, Unit 3","Wrentham","MA","02093",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"120","11/1/2022","Lighthouse Wine & Spirits","144 Brimbal Ave., #9","Beverly","MA","01915",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"121","11/1/2022","Lynnway Liquor Mart","702 Lynnway","Lynn","MA","01905",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"122","10/27/2022","Armory Liquors","140 Armory Street","Springfield","MA","01104",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"123","10/27/2022","Athol Spirits","9 Tunnel Street","Athol","MA","01331",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"124","10/27/2022","Citco - Fitchburg","75 Main Street","Fitchburg","MA","01420",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"125","10/27/2022","Cotuit Liquors","3858 Falmouth Road","Marstons Mills","MA","02648",NA,NA,NA,1500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"126","10/27/2022","Gardner Spirits","364 Timpany Blvd","Gardner","MA","01440",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"127","10/27/2022","George's Liquors","19 Elm Street","Pittsfield","MA","01201",NA,NA,NA,1500,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"128","10/27/2022","Gulf Racing Mart - Indian Orchard","363 Main Street","Indian Orchard","MA","01151",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"129","10/27/2022","Gulf Racing Mart - Springfield","612 Carew Street","Springfield","MA","01104",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"130","10/27/2022","Liquor Land","1033 Massachusetts Avenue","Boston","MA","02119",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"131","10/27/2022","Luke's Super Liquor Store","15 Lower Road","Brewster","MA","02631",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"132","10/27/2022","Luke's Super Liquor Store","20 Springer Lane","West Yarmouth","MA","02673",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"133","10/27/2022","Luke's Super Liquor Store","444 Main Street - Route 28","Dennis Port","MA","02639",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"134","10/27/2022","Luke's Super Liquor Store","395 Barnstable Road","Hyannis","MA","02601",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"135","10/27/2022","Luke's Super Liquor Store","167 Market Street","Rockland","MA","02370",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"136","10/27/2022","Luke's Super Liquor Store","224 Ma-28","West Harwich","MA","02671",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"137","10/27/2022","Wellfleet Spirits Shoppe","309 Main Street","Wellfleet","MA","02667",NA,NA,NA,100,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"138","10/27/2022","Yarmouth Wine & Spirits","484 Station Ave","South Yarmouth","MA","02664",NA,NA,NA,1500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"139","10/25/2022","Kappy's","175 Andover Street","Peabody","MA","01960",NA,NA,NA,425,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"140","10/21/2022","Cape Cod Markets","125 Teaticket Hwy","Teaticket","MA","02536",NA,NA,NA,2470,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"141","10/21/2022","Cape Cod Markets","125 Teaticket Hwy","Teaticket","MA","02536",NA,NA,NA,411,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"142","10/21/2022","Cape Cod Package Store","1495 Falmouth Road","Centerville","MA","02632",NA,NA,NA,1856,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"143","10/21/2022","Four Seasons Wine & Liquor","333 Russell Street","Hadley","MA","01035",NA,NA,NA,3800,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"144","10/21/2022","West Concord Liquor Store","1216 Main Street","Concord","MA","01742",NA,NA,NA,1380.94,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"145","10/20/2022","Bridgeway Liquors","142 Howard Street","Brockton","MA","02302",NA,NA,NA,200,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"146","10/20/2022","Cheers Liquors","416 Springfield Street","Agawam","MA","01001",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"147","10/20/2022","Jay's Wine & Spirits","77 Commercial Street","Malden","MA","02148",NA,NA,NA,5291.25,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"148","10/20/2022","Jay's Wine & Spirits","77 Commercial Street Malden","Malden","MA","02148",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"149","10/20/2022","Millie's Country Store","208 College Hwy","Southwick","MA","01077",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"150","10/20/2022","North Station Liquors","105 Causeway Street","Boston","MA","02114",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"151","10/20/2022","Reservoir Wine & Spirits","1922 Beacon Street","Brighton","MA","02135",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"152","10/20/2022","Scrappy's Liquor Locker","577 East Street","Chicopee","MA","01020",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"153","10/20/2022","The Wild Duck","660 Washington Street","Boston","MA","02111",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"154","10/20/2022","The Wild Duck","96 Salem Street","Boston","MA","02113",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"155","10/20/2022","Wollaston Wine & Spirits","58-60 Beale Street","Quincy","MA","02170",NA,NA,NA,3000,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"156","10/18/2022","Fresh Pond Liquors","233 Alewife Brook Parkway","Cambridge","MA","02138",NA,NA,NA,2500,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"157","10/18/2022","Julio's Liquors","140 Turnpike Road","Westborough","MA","01581",NA,NA,NA,2500,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"158","10/17/2022","Absolute Wine & Spirits","101 Iyannough Road","Hyannis","MA","02601",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"159","10/17/2022","Allstar Liquor Mart","1220 Chestnut Street","Newton","MA","02464",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"160","10/17/2022","Baystate Wine Company","Pob 310, 321 Manley Street","West Bridgewater","MA","02379",NA,NA,NA,5000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"161","10/17/2022","Berkley Farms Liquor","539 Berkley Street","Berkley","MA","02779",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"162","10/17/2022","Brazells Package Store","201 Pleasant Street","Gardner","MA","01440",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"163","10/17/2022","Brewster Wine & Spirits","2655 Main Street","Brewster","MA","02631",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"164","10/17/2022","Carver Square Wine & Spirits","128 Main Street","Carver","MA","02330",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"165","10/17/2022","F.J. Moriarty Liquors","101 Middle Street","Fairhaven","MA","02719",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"166","10/17/2022","Georgio's Liquors","475 Winter Street","Waltham","MA","02451",NA,NA,NA,2500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"167","10/17/2022","Highland Liquors","464 North Franklin Street","Holbrook","MA","02343",NA,NA,NA,1250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"168","10/17/2022","Kwik Stop Convenience","106 Main Street","Princeton","MA","01541",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"169","10/17/2022","Merchant Square Liquors","8 Merchants Road","Sandwich","MA","02563",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"170","10/17/2022","Muckey's Super Mart","95 Church Street","Pembroke","MA","02359",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"171","10/17/2022","National Wine & Liquors","101 Falls Blvd","Quincy","MA","02169",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"172","10/17/2022","Route 6a Convenience Store","422 Ma-6a","Sandwich","MA","02563",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"173","10/17/2022","Ryan & Casey Liquors","55 Main Street","Greenfield","MA","01301",NA,NA,NA,2000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"174","10/17/2022","Wine Connextion","117 Main Street","North Andover","MA","01845",NA,NA,NA,750,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"175","10/17/2022","Yarmouthport Village Store","330 Ma-6a","Yarmouth Port","MA","02675",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"176","10/16/2022","Marshfield Blanchard's","700 Plain Street","Marshfield","MA","02020",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Nov 5th Report","2022","Q3 2022","Corporate"
"177","10/13/2022","430 Development LLC","83 Hartwell Avenue","Lexington","MA","02421",NA,NA,NA,3000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"178","10/13/2022","Acme Liquors","722 Dartmouth Street","South Dartmouth","MA","02748",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"179","10/13/2022","Ashmont Market & Liquor","630 Adams Street","Dorchester","MA","02122",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"180","10/13/2022","Audet's Wine and Spirits","90 Boston Street","Lynn","MA","01904",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"181","10/13/2022","Bay State Wine & Spirts","426 Walpole Street","Norwood","MA","02062",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"182","10/13/2022","Beach Way Beer & Wines","40 Furlong Drive","Revere","MA","02151",NA,NA,NA,1500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"183","10/13/2022","Busa Wine & Spirits","161 Main Street","Woburn","MA","01801",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"184","10/13/2022","Busa Wine & Spirits","133 Massachusetts Avenue","Lexington","MA","02420",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"185","10/13/2022","Busa Wine & Spirits","21 Traders Way","Salem","MA","01970",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"186","10/13/2022","Busa Wine & Spirits","21 Traders Way","Salem","MA","01970",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"187","10/13/2022","Cape Cod Package Store","1495 Falmouth Road","Centerville","MA","02632",NA,NA,NA,733,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"188","10/13/2022","City Liquors","616 Cambridge Street","Cambridge","MA","02141",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"189","10/13/2022","Community Package Store","807 S Franklin Street","Holbrook","MA","02343",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"190","10/13/2022","Daggett's Liquors","1078 Ma-28","South Yarmouth","MA","02664",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"191","10/13/2022","Deerfield Spirit Shoppe","53c South Main Street","South Deerfield","MA","01373",NA,NA,NA,2884.3,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"192","10/13/2022","Eastham Superette","2475 Us-6","Eastham","MA","02642",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"193","10/13/2022","Fuentes Market & Liquors","680 Parker Street","Boston","MA","02120",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"194","10/13/2022","Gomes Liquors","58 Ashby State Road","Fitchburg","MA","01420",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"195","10/13/2022","Greenwood Wine & Spirits","969 Main Street","Wakefield","MA","01880",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"196","10/13/2022","Huntington Market, Inc.","301 Huntington Avenue","Boston","MA","02115",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"197","10/13/2022","Hyannis Package Store","775 Main Street","Hyannis","MA","02601",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"198","10/13/2022","Kenyon's Market","769 E Falmouth Hwy","East Falmouth","MA","02536",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"199","10/13/2022","Kurkman's Market","227 Cypress Street A","Brookline","MA","02445",NA,NA,NA,5000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"200","10/13/2022","Larry's Package Store","264 N Main Street","Bellingham","MA","02019",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"201","10/13/2022","Oscar Liquors","441 Prospect Street","Methuen","MA","01844",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"202","10/13/2022","Ruggiero's Market & Liquors - Beer & Wine","3345 Washington Street","Jamaica Plain","MA","02130",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"203","10/13/2022","Shanley's Liquor Store","429 Belmont Street","Brockton","MA","02301",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"204","10/13/2022","Sullivan Sq.Liquors","88 Broadway","Somerville","MA","02145",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"205","10/13/2022","West Concord Liquor Store","1216 Main Street","Concord","MA","01742",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"206","10/13/2022","Westside Liquors","641 Belmont Street","Brockton","MA","02301",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"207","10/13/2022","Whisky & Wine","563 Boylston Street","Boston","MA","02116",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"208","10/13/2022","Yankee Spirits","376 Main Street","Sturbridge","MA","01566",NA,NA,NA,3500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"209","10/13/2022","Yankee Spirits","376 Main Street","Sturbridge","MA","01566",NA,NA,NA,1500,95484,"21st Century Alcohol Retail Reform Committee",0,NA,405,"Corporate Inkind Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
"210","10/11/2022","Anderson's Variety Store","266 Blackstone Street","Blackstone","MA","01504",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q3 2022","Corporate"
